trip_id,customer_id,driver_id,vehicle_id,origin_location_id,destination_location_id,time_id,duration_minutes,distance_km
146,155,101,253,38,23,329,7,2.1
147,461,186,214,27,15,322,9,9.49
148,625,10,124,49,8,95,6,9.33
149,125,201,223,17,32,26,24,8.81
150,701,204,3,15,37,152,22,3.18
151,519,67,203,3,25,279,19,9.92
152,954,233,286,1,6,162,14,8.61
153,514,109,10,20,43,281,9,1.43
154,331,239,231,37,17,305,12,1.17
155,777,211,294,6,12,310,7,4.83
156,32,113,253,19,40,282,29,3.55
157,660,281,234,50,45,314,16,4.64
158,284,167,144,25,20,65,18,9.44
159,500,252,53,31,19,345,26,1.23
160,840,115,168,50,35,54,11,3.61
161,209,150,90,18,47,331,8,3.37
162,642,175,19,6,17,286,27,2.26
163,667,104,87,1,22,74,14,7.69
164,284,289,274,27,44,51,16,2.12
165,343,89,159,38,4,108,25,8.99
166,82,180,14,16,8,41,27,5.52
167,483,109,98,27,34,271,20,9.82
168,301,165,14,5,45,230,21,3.24
169,127,28,128,10,4,178,24,1.43
170,832,108,83,2,22,335,9,8.88
171,896,109,85,18,13,341,23,6.87
172,284,227,188,42,19,204,29,8.86
173,974,20,85,16,33,154,7,2.46
174,413,174,170,45,4,161,29,7.91
175,574,234,143,1,30,130,17,2.73
176,43,67,149,13,48,120,22,5.36
177,584,201,82,12,18,309,14,4.1
178,274,182,209,9,39,207,10,7.22
179,517,212,135,32,4,272,19,5.48
180,138,258,38,19,44,355,15,7.34
181,708,237,142,23,20,297,17,8.03
182,292,40,130,50,38,60,25,8.22
183,224,164,154,33,42,117,11,8.42
184,434,105,220,24,5,24,27,2.55
185,798,179,34,10,11,157,23,8.61
186,106,204,185,14,6,36,10,9.46
187,172,139,292,4,20,272,14,6.71
188,228,52,92,39,33,16,5,3.55
189,166,243,81,26,5,138,12,1.22
190,356,124,232,46,4,264,30,6.05
191,607,282,270,22,34,353,7,6.8
192,864,279,278,17,48,80,20,9.83
193,862,217,11,16,14,210,28,1.11
194,27,136,23,48,5,155,8,3.01
195,595,184,255,30,9,57,5,2.52
196,420,8,234,36,42,230,14,4.56
197,459,62,160,28,25,310,5,8.13
198,765,273,100,32,50,207,30,7.12
199,819,21,47,43,37,353,13,2.25
200,301,94,5,1,37,297,10,6.27
201,123,100,71,20,18,235,21,6.42
202,72,206,294,17,13,17,16,1.26
203,893,186,202,20,15,302,15,7.49
204,697,232,44,27,10,140,29,3.55
205,888,74,7,40,37,283,28,5.41
206,414,202,46,15,38,219,23,8.58
207,719,50,96,8,35,25,28,2.55
208,990,164,31,47,50,360,23,5.2
209,662,230,87,27,43,90,24,2.9
210,515,83,83,37,21,235,10,2.13
211,896,49,28,34,29,214,8,7.74
212,628,178,156,34,33,247,28,8.0
213,127,230,74,38,13,350,22,8.93
214,403,9,175,16,40,82,21,6.23
215,950,134,177,17,34,308,24,7.49
216,536,65,94,49,50,229,16,5.66
217,419,173,187,39,40,130,10,7.66
218,891,206,64,3,11,344,26,8.33
219,563,269,187,25,49,99,18,4.66
220,70,126,179,26,10,302,26,8.38
221,73,66,45,1,23,321,10,9.41
222,560,113,91,14,21,167,11,8.28
223,975,140,135,18,15,141,25,4.47
224,215,27,45,50,22,9,19,1.32
225,10,173,243,38,31,313,13,2.52
226,153,187,146,16,47,344,25,7.61
227,380,189,77,10,6,76,25,8.29
228,166,103,73,42,14,335,22,6.53
229,532,279,250,14,43,268,20,1.75
230,888,288,268,29,16,241,24,6.7
231,10,148,253,1,37,206,23,1.88
232,729,295,133,49,41,41,25,8.24
233,129,205,229,50,40,1,28,6.87
234,435,75,258,33,38,343,22,3.96
235,750,222,10,5,15,268,22,7.14
236,662,27,58,40,49,350,15,1.19
237,911,221,42,27,5,358,14,7.78
238,336,225,38,7,35,141,11,9.74
239,323,40,255,10,28,121,20,2.03
240,455,90,230,26,23,246,14,3.28
241,32,273,156,32,16,142,5,4.32
242,503,153,275,7,9,224,30,4.56
243,740,31,125,36,2,96,15,7.17
244,716,144,214,27,26,304,6,9.39
245,272,170,79,26,17,179,6,3.31
246,950,299,171,30,7,304,10,3.22
247,792,43,163,46,11,200,27,4.56
248,165,151,278,16,2,53,17,2.26
249,416,99,82,49,6,327,10,3.45
250,898,198,228,2,19,243,22,3.8
251,686,148,49,48,9,277,28,2.3
252,832,34,140,50,47,215,11,1.08
253,719,100,188,43,17,193,20,5.79
254,87,55,222,23,42,8,20,5.87
255,788,76,269,23,6,8,5,4.45
256,869,46,63,26,40,329,21,9.72
257,764,69,3,47,39,266,25,7.89
258,585,68,95,5,17,267,15,7.24
259,317,41,37,19,32,181,13,3.54
260,862,295,189,12,9,340,13,6.79
261,224,222,27,11,2,257,10,2.43
262,696,185,161,33,11,63,8,9.34
263,656,146,113,1,22,46,6,4.08
264,562,6,198,40,27,262,16,1.14
265,227,105,76,27,34,253,27,6.79
266,72,227,160,30,2,156,28,8.95
267,921,71,183,43,13,132,9,2.91
268,860,123,186,33,11,209,11,5.5
269,46,242,53,12,30,179,10,1.22
270,688,288,128,45,1,165,19,4.77
271,70,179,126,46,44,241,23,7.54
272,723,299,100,13,42,342,17,3.29
273,268,162,117,38,48,42,16,8.82
274,766,177,284,39,33,51,22,6.35
275,812,269,88,42,4,127,14,5.48
276,592,54,153,20,8,142,18,9.06
277,993,229,6,34,13,275,27,4.89
278,167,176,238,39,6,148,26,3.05
279,739,64,30,50,6,172,26,8.97
280,316,112,141,37,39,352,30,9.36
281,784,285,112,39,23,273,7,4.42
282,206,197,182,15,34,268,27,3.05
283,986,234,92,29,32,14,27,4.13
284,541,225,260,43,13,19,8,5.65
285,711,142,125,12,38,273,8,4.65
286,399,201,80,50,5,98,14,1.03
287,465,259,70,35,46,191,15,1.66
288,987,236,151,17,50,60,14,1.99
289,867,56,89,36,17,165,26,4.41
290,699,53,202,37,38,54,27,6.31
291,627,292,275,39,24,219,20,2.85
292,682,209,299,29,10,229,30,4.68
293,761,133,74,41,48,258,26,9.85
294,176,277,190,3,22,245,26,3.54
295,961,145,209,25,6,160,23,6.64
296,80,133,10,14,25,115,27,8.78
297,529,40,34,40,28,352,20,9.56
298,423,47,82,13,17,129,27,6.67
299,753,224,199,33,50,219,9,6.54
300,271,110,83,48,49,146,24,5.92
301,763,2,270,26,3,58,14,7.28
302,754,53,81,28,22,102,14,8.02
303,509,50,74,21,37,338,18,7.05
304,225,159,153,38,37,109,16,4.06
305,894,291,144,26,34,201,29,7.47
306,277,277,25,24,30,182,6,5.32
307,418,228,108,16,7,330,26,6.73
308,317,260,208,45,2,236,17,3.82
309,48,296,77,29,37,349,21,9.86
310,815,12,251,6,23,281,18,1.82
311,240,284,220,10,15,50,20,5.61
312,94,182,112,40,44,166,27,8.43
313,829,282,189,11,44,23,13,3.18
314,821,116,173,22,7,321,19,5.54
315,166,117,32,28,3,95,22,9.17
316,325,232,260,5,26,266,25,7.16
317,645,7,39,15,12,83,27,3.28
318,509,121,87,10,30,35,24,7.08
319,360,20,219,36,28,230,23,6.87
320,280,35,220,13,50,289,10,8.4
321,778,216,79,5,36,176,6,3.82
322,616,28,237,36,22,203,21,5.36
323,867,243,225,3,36,59,8,9.61
324,14,62,273,34,20,133,7,7.47
325,653,255,127,36,28,100,14,9.72
326,175,39,241,46,39,186,20,9.75
327,186,253,114,13,22,218,24,5.8
328,661,123,56,26,21,334,24,1.92
329,474,220,169,38,23,354,15,9.67
330,977,14,73,9,41,235,9,7.1
331,827,5,145,46,1,135,18,1.11
332,3,141,144,39,16,192,20,1.29
333,875,100,242,16,22,316,19,1.17
334,13,70,166,4,15,227,26,5.14
335,433,259,131,14,42,234,28,1.42
336,940,37,282,24,34,259,20,1.91
337,463,214,145,2,27,355,12,4.22
338,854,149,255,34,14,55,24,7.54
339,347,43,160,48,27,245,6,3.77
340,949,6,147,17,38,328,25,2.02
341,277,167,214,19,35,111,27,4.6
342,733,284,181,5,31,104,15,8.45
343,417,103,51,36,10,68,10,6.43
344,764,214,124,27,43,285,15,9.07
345,564,264,65,13,47,5,23,3.13
346,158,179,277,19,8,356,6,7.59
347,302,28,256,7,2,247,8,1.06
348,737,118,147,40,18,221,30,7.86
349,925,289,261,41,4,44,19,7.54
350,537,76,7,44,27,85,7,8.4
351,913,16,118,25,15,203,5,8.05
352,506,262,238,40,42,49,17,4.62
353,885,8,3,20,3,35,23,4.21
354,869,10,124,24,26,313,14,4.12
355,24,264,2,5,12,65,30,9.27
356,110,119,7,40,35,9,27,2.75
357,478,79,45,29,41,46,28,4.01
358,525,196,148,20,2,6,26,5.39
359,68,293,216,33,45,18,15,9.78
360,763,8,51,20,36,247,9,3.64
361,449,285,226,46,22,4,6,4.35
362,362,151,190,41,3,22,23,5.39
363,109,233,202,49,20,60,20,8.66
364,146,69,105,8,21,67,12,6.42
365,860,263,159,22,27,44,19,6.68
366,898,178,41,5,26,230,23,6.27
367,806,297,61,43,47,328,6,9.42
368,843,67,60,43,19,279,6,4.36
369,604,249,265,6,42,81,7,5.76
370,814,17,246,30,4,215,15,8.5
371,177,10,268,20,26,67,20,9.06
372,285,232,275,36,15,111,27,6.43
373,839,86,147,2,44,263,10,9.25
374,725,114,258,15,32,21,28,3.72
375,438,119,179,31,23,37,24,7.03
376,98,262,43,15,14,166,12,5.39
377,599,261,249,50,24,293,19,4.66
378,598,153,156,41,37,217,29,8.0
379,691,219,151,30,29,31,18,5.75
380,445,229,22,15,1,15,11,7.62
381,981,290,230,44,2,353,25,8.79
382,952,88,241,28,26,323,6,9.66
383,18,120,181,21,35,139,24,6.26
384,922,61,183,45,47,291,20,5.19
385,402,154,141,45,28,335,20,7.05
386,561,245,168,43,40,203,9,5.23
387,534,57,282,9,39,291,16,4.5
388,745,173,174,28,6,137,10,2.71
389,585,161,93,35,48,8,26,4.98
390,214,39,97,4,22,7,18,1.77
391,626,168,77,40,18,177,11,9.88
392,257,135,224,38,18,167,19,6.75
393,853,174,176,16,10,58,10,5.96
394,355,57,235,4,26,260,25,4.92
395,482,142,27,21,41,99,14,3.89
396,843,245,94,17,43,51,8,1.03
397,364,70,176,43,39,173,18,6.24
398,534,242,96,24,4,309,24,4.81
399,475,264,175,13,39,73,23,2.36
400,130,272,140,8,28,71,8,3.05
401,3,285,123,12,35,325,8,2.43
402,212,137,29,12,11,232,26,9.16
403,709,28,143,15,8,38,12,7.79
404,833,155,188,49,4,100,18,1.95
405,140,8,145,49,37,346,16,1.36
406,22,296,178,13,22,364,25,5.78
407,605,28,43,27,33,346,14,8.46
408,969,182,203,36,49,120,14,1.71
409,116,123,84,16,37,127,9,6.89
410,526,211,198,45,6,352,15,3.73
411,229,56,212,10,18,48,19,5.15
412,278,84,151,9,41,58,21,4.18
413,164,143,294,24,44,293,13,8.67
414,890,214,208,37,8,277,9,3.85
415,89,73,63,25,18,288,20,3.4
416,774,239,91,36,39,341,16,6.97
417,636,27,202,26,8,333,22,8.75
418,934,35,122,50,46,359,18,2.79
419,142,220,67,47,18,265,10,1.32
420,685,11,122,33,5,32,11,6.75
421,682,34,108,30,36,49,29,9.22
422,176,107,269,3,27,161,16,4.19
423,780,124,222,24,49,301,19,1.55
424,997,136,177,2,26,180,10,4.15
425,331,58,254,32,16,291,28,5.79
426,79,103,205,44,48,147,24,6.28
427,674,241,113,2,20,35,23,9.56
428,703,142,206,15,42,172,5,9.49
429,625,150,296,43,37,214,13,8.83
430,536,129,289,41,11,323,22,7.81
431,476,71,90,5,12,105,20,5.92
432,525,55,196,28,19,356,23,3.68
433,167,263,282,34,10,127,22,9.18
434,500,160,94,34,23,19,9,5.0
435,388,248,240,40,7,81,18,6.28
436,429,177,263,46,9,355,16,8.67
437,147,118,69,33,2,11,25,8.3
438,789,248,290,6,19,253,19,7.42
439,440,78,133,9,30,158,17,2.74
440,718,137,8,23,26,225,18,8.27
441,712,167,84,36,26,278,9,5.07
442,716,237,123,11,3,178,19,5.56
443,912,85,23,41,9,201,5,8.61
444,762,298,247,4,29,257,7,3.53
445,203,101,287,35,36,228,11,1.85
446,631,99,124,20,22,264,26,4.62
447,420,255,42,15,21,244,10,5.6
448,844,206,4,26,49,337,15,2.55
449,494,251,172,5,30,50,16,5.7
450,889,218,287,17,19,163,6,8.76
451,272,196,248,35,31,89,23,4.57
452,566,255,25,19,49,121,15,2.42
453,962,236,258,17,50,29,12,3.74
454,180,258,158,22,7,169,9,5.35
455,358,245,281,27,4,223,29,4.39
456,109,149,291,20,47,160,19,7.16
457,916,233,32,50,45,335,29,2.17
458,55,241,250,38,2,10,19,9.9
459,39,225,211,46,18,246,10,1.13
460,251,176,176,41,16,255,5,1.67
461,395,171,160,2,36,317,15,8.96
462,129,269,151,16,10,112,18,2.68
463,10,206,172,10,26,73,10,3.15
464,437,238,154,50,29,263,14,7.2
465,683,245,24,2,46,154,20,8.67
466,228,221,159,35,3,92,17,6.46
467,882,130,131,49,35,8,8,1.78
468,897,13,259,3,48,365,8,7.96
469,19,299,221,41,27,178,7,1.86
470,200,13,72,28,23,67,13,9.84
471,210,73,191,28,50,155,10,8.02
472,539,55,56,16,1,192,27,7.63
473,955,2,149,7,5,364,14,5.2
474,959,151,15,30,44,40,6,7.45
475,695,128,278,28,10,184,28,2.65
476,79,256,246,36,38,145,9,6.48
477,160,247,147,27,45,357,7,2.85
478,293,80,191,30,15,107,7,4.38
479,572,45,170,7,10,272,10,2.18
480,635,101,52,5,18,11,17,5.23
481,342,33,231,43,5,76,16,7.29
482,275,112,51,26,43,199,8,6.11
483,597,271,95,18,26,305,17,7.21
484,850,270,67,14,15,332,6,2.36
485,644,217,88,43,4,39,22,2.67
486,648,271,292,45,22,157,23,2.39
487,983,291,254,28,19,110,8,4.06
488,977,50,223,40,12,166,8,9.35
489,418,120,157,31,26,191,30,1.55
490,559,220,141,14,23,132,18,4.3
491,115,26,199,13,47,30,19,7.86
492,241,47,219,35,9,328,26,3.04
493,80,200,97,19,10,270,28,4.07
494,235,152,63,15,22,328,18,8.47
495,927,202,121,48,47,198,28,2.09
496,76,88,82,46,33,250,11,4.67
497,882,158,246,4,27,55,22,3.31
498,753,124,162,26,1,40,24,3.93
499,751,269,65,12,6,132,10,4.95
500,559,31,189,50,20,233,23,5.2
501,635,156,187,47,11,59,18,9.25
502,813,120,85,25,22,24,8,7.8
503,461,163,291,19,33,45,12,3.5
504,68,165,182,41,26,260,13,6.23
505,629,159,220,26,19,46,15,4.22
506,329,279,273,25,13,10,9,5.22
507,865,141,54,29,9,183,8,6.38
508,558,208,81,10,44,226,24,9.18
509,646,61,237,28,23,62,20,3.7
510,355,275,138,20,15,168,12,9.71
511,934,40,148,17,46,213,16,4.47
512,633,178,48,1,50,183,22,2.46
513,628,282,224,37,39,310,6,9.42
514,631,102,290,13,38,94,25,7.07
515,321,198,153,23,32,286,7,9.77
516,912,133,267,26,6,28,22,7.72
517,78,200,94,35,42,198,5,2.9
518,236,47,209,32,4,91,14,2.07
519,132,102,222,10,44,67,23,1.31
520,993,300,71,35,2,266,15,9.02
521,460,295,279,14,50,353,27,3.16
522,502,292,217,38,22,77,23,7.99
523,733,74,253,9,31,78,9,5.6
524,678,159,272,31,16,361,26,9.2
525,181,77,127,46,45,354,12,3.11
526,640,30,24,12,48,218,23,1.7
527,742,208,139,26,43,225,11,7.63
528,199,10,283,30,50,51,7,5.09
529,255,18,293,34,47,116,26,7.51
530,551,27,229,5,11,17,19,7.32
531,211,76,288,6,4,170,16,3.72
532,720,141,193,6,34,258,25,7.23
533,515,209,173,18,19,27,28,5.16
534,746,117,146,26,35,17,14,7.88
535,944,151,253,11,36,166,8,3.95
536,496,172,69,37,21,36,17,2.07
537,50,51,240,20,17,293,28,4.64
538,695,104,144,18,10,338,12,5.78
539,50,297,163,9,17,145,25,8.27
540,92,268,54,19,2,356,21,6.54
541,827,21,15,45,50,10,11,9.15
542,43,95,201,4,35,237,7,1.6
543,603,271,4,10,23,213,16,6.65
544,536,274,37,31,21,226,10,5.12
545,420,2,234,23,10,158,17,4.22
546,337,99,125,35,15,334,7,3.06
547,390,23,186,11,37,194,8,5.51
548,44,3,97,22,3,204,18,1.9
549,12,290,146,49,36,101,12,8.91
550,803,70,14,22,19,232,23,9.14
551,499,213,42,50,39,281,13,1.04
552,963,146,147,38,42,342,25,6.36
553,733,277,106,14,16,249,8,2.78
554,617,193,130,2,4,266,14,4.95
555,334,238,292,12,49,294,28,1.58
556,705,119,122,12,16,153,10,8.92
557,162,151,273,42,26,12,24,4.68
558,665,50,108,17,36,39,6,4.83
559,440,274,34,30,10,183,20,8.45
560,266,158,286,40,17,128,7,5.32
561,356,284,97,35,37,256,29,6.6
562,556,202,67,30,9,203,20,1.73
563,86,172,220,3,1,102,23,3.1
564,148,261,48,42,26,179,11,2.54
565,800,22,252,37,24,158,7,3.49
566,82,162,68,16,18,292,5,1.76
567,471,195,275,13,46,215,9,2.51
568,97,47,290,15,47,361,24,9.66
569,727,81,229,50,47,216,20,3.72
570,636,260,56,10,26,237,12,9.29
571,117,114,300,23,35,151,19,4.27
572,565,67,129,48,15,304,22,6.03
573,857,159,290,23,24,102,28,8.88
574,213,264,282,27,15,55,6,2.0
575,902,280,43,30,45,109,30,9.47
576,469,229,292,4,30,139,14,9.73
577,441,16,199,12,47,25,15,1.86
578,175,15,40,31,15,190,23,7.68
579,868,144,85,28,9,279,10,8.23
580,451,264,71,23,14,191,25,6.96
581,88,242,241,14,11,286,18,7.97
582,849,270,207,39,29,266,20,1.15
583,249,91,264,49,5,199,28,2.58
584,694,201,34,13,40,19,5,4.65
585,669,219,138,49,3,351,22,8.12
586,646,263,46,31,17,179,5,3.9
587,712,263,138,10,9,295,30,5.04
588,56,141,15,1,26,76,24,9.53
589,578,9,183,7,42,242,27,5.74
590,115,14,140,50,47,246,22,5.28
591,317,147,286,48,34,323,20,6.1
592,384,281,293,12,31,325,13,4.0
593,326,178,39,13,18,282,29,1.82
594,415,98,253,21,42,107,25,6.53
595,30,142,96,36,15,290,15,8.87
596,209,176,143,18,26,80,26,4.12
597,385,152,273,6,29,80,12,6.81
598,769,250,19,39,1,135,22,5.33
599,609,259,85,17,34,198,20,6.84
600,710,264,255,43,44,72,12,5.27
601,925,99,2,40,45,20,18,8.46
602,98,295,16,37,5,303,11,8.14
603,451,91,104,50,21,151,23,1.51
604,76,279,41,22,45,324,16,9.99
605,628,55,194,50,38,243,9,4.87
606,507,156,101,26,9,312,18,1.95
607,175,32,133,11,38,153,29,5.63
608,873,104,30,28,6,364,26,3.75
609,637,202,67,3,14,286,26,2.05
610,515,53,76,28,2,21,8,4.15
611,575,114,159,14,34,64,21,6.27
612,653,46,213,35,22,296,9,7.12
613,281,157,33,15,14,73,16,4.83
614,720,217,253,18,17,87,30,8.28
615,74,124,38,19,1,57,13,9.27
616,981,35,208,19,10,36,18,4.55
617,853,99,82,30,48,96,6,3.33
618,381,25,167,27,21,77,7,1.64
619,23,170,98,10,13,147,24,1.15
620,836,106,262,27,8,125,6,3.09
621,970,263,35,37,29,267,30,3.23
622,466,238,38,42,17,360,7,9.37
623,361,156,294,22,37,110,17,8.89
624,336,264,191,36,35,49,19,1.91
625,340,277,64,14,45,179,21,9.19
626,414,233,123,7,19,267,16,5.49
627,480,178,56,5,15,55,19,8.33
628,331,106,100,9,13,290,29,4.86
629,749,79,260,7,45,283,11,9.5
630,467,220,161,17,46,36,12,3.84
631,646,102,49,49,7,15,25,8.83
632,732,18,289,18,46,258,7,7.42
633,846,62,278,32,25,125,5,8.49
634,771,234,26,36,48,11,5,6.02
635,215,63,209,21,12,98,21,6.21
636,918,25,168,8,6,107,15,9.44
637,847,193,13,26,5,305,8,4.24
638,16,106,123,23,32,160,16,6.43
639,7,164,239,36,31,59,21,2.47
640,384,134,60,28,37,306,11,5.72
641,553,279,148,45,41,337,21,5.03
642,186,170,10,24,21,144,9,3.58
643,193,18,186,32,31,56,22,3.85
644,766,253,47,50,26,78,15,5.23
645,146,220,195,18,47,103,6,3.81
646,434,120,298,36,11,255,27,3.01
647,38,129,25,29,48,19,26,6.0
648,155,241,175,21,12,314,20,9.68
649,414,45,76,44,33,47,15,4.86
650,851,40,228,17,32,113,10,3.72
651,769,258,113,1,33,316,9,2.7
652,698,254,93,19,23,183,5,5.99
653,702,279,186,20,23,309,24,5.2
654,688,158,91,41,23,346,5,9.5
655,746,12,38,21,10,313,6,9.38
656,691,72,194,13,24,46,30,8.22
657,925,162,285,44,25,56,19,9.69
658,61,131,146,43,48,125,22,2.73
659,281,112,271,10,26,162,20,4.13
660,281,65,287,2,14,185,23,2.77
661,78,53,177,48,13,19,19,2.31
662,985,288,276,1,5,149,5,8.01
663,285,286,281,14,24,275,11,1.7
664,918,95,131,40,7,69,30,5.2
665,582,243,193,7,21,38,25,2.6
666,448,81,193,7,11,35,15,3.67
667,753,77,41,10,16,25,29,3.83
668,160,87,101,26,40,175,8,7.13
669,127,225,151,27,6,282,30,2.52
670,657,55,223,21,24,44,27,5.43
671,48,11,74,50,11,316,8,3.05
672,275,236,75,41,27,126,23,1.68
673,845,264,136,29,8,274,14,4.32
674,159,239,66,10,5,34,7,5.82
675,606,161,200,41,9,273,15,1.83
676,436,144,241,47,22,291,28,2.73
677,682,112,203,40,34,183,22,3.14
678,588,162,98,44,28,269,7,8.98
679,6,118,233,22,3,121,19,9.2
680,363,80,96,9,47,73,13,3.29
681,338,50,232,27,31,183,9,5.52
682,766,124,192,49,47,248,9,6.12
683,552,290,219,12,34,175,25,9.07
684,808,164,173,18,41,304,9,2.58
685,706,124,128,18,24,294,17,1.52
686,856,282,239,37,1,28,8,9.44
687,267,130,38,4,30,54,18,4.68
688,47,165,58,40,9,331,27,6.47
689,232,85,145,21,47,77,14,4.38
690,392,97,239,4,28,87,12,5.68
691,30,120,112,21,7,324,29,5.55
692,887,131,265,28,50,126,6,9.13
693,940,226,114,11,19,343,26,4.78
694,901,241,65,36,33,312,26,8.24
